model,task,story_id,repetition,step,label
deepseek14b,false_belief,fb010,1,1,0
deepseek14b,false_belief,fb010,1,2,0
deepseek14b,false_belief,fb010,1,3,0
deepseek14b,false_belief,fb010,1,4,1
deepseek14b,false_belief,fb010,1,5,1
deepseek14b,false_belief,fb010,2,1,0
deepseek14b,false_belief,fb010,2,2,0
deepseek14b,false_belief,fb010,2,3,0
deepseek14b,false_belief,fb010,2,4,1
deepseek14b,false_belief,fb010,2,5,1
deepseek14b,false_belief,fb010,3,1,0
deepseek14b,false_belief,fb010,3,2,0
deepseek14b,false_belief,fb010,3,3,0
deepseek14b,false_belief,fb010,3,4,1
deepseek14b,false_belief,fb010,3,5,1
deepseek14b,false_belief,fb011,1,1,0
deepseek14b,false_belief,fb011,1,2,0
deepseek14b,false_belief,fb011,1,3,0
deepseek14b,false_belief,fb011,1,4,1
deepseek14b,false_belief,fb011,1,5,1
deepseek14b,false_belief,fb011,2,1,0
deepseek14b,false_belief,fb011,2,2,0
deepseek14b,false_belief,fb011,2,3,0
deepseek14b,false_belief,fb011,2,4,1
deepseek14b,false_belief,fb011,2,5,1
deepseek14b,false_belief,fb011,3,1,0
deepseek14b,false_belief,fb011,3,2,0
deepseek14b,false_belief,fb011,3,3,1
deepseek14b,false_belief,fb011,3,4,
deepseek14b,false_belief,fb011,3,5,1
deepseek14b,false_belief,fb012,1,1,0
deepseek14b,false_belief,fb012,1,2,0
deepseek14b,false_belief,fb012,1,3,1
deepseek14b,false_belief,fb012,1,4,
deepseek14b,false_belief,fb012,1,5,1
deepseek14b,false_belief,fb012,2,1,0
deepseek14b,false_belief,fb012,2,2,0
deepseek14b,false_belief,fb012,2,3,1
deepseek14b,false_belief,fb012,2,4,
deepseek14b,false_belief,fb012,2,5,1
deepseek14b,false_belief,fb012,3,1,0
deepseek14b,false_belief,fb012,3,2,0
deepseek14b,false_belief,fb012,3,3,1
deepseek14b,false_belief,fb012,3,4,
deepseek14b,false_belief,fb012,3,5,1
deepseek14b,false_belief,fb013,1,1,0
deepseek14b,false_belief,fb013,1,2,0
deepseek14b,false_belief,fb013,1,3,1
deepseek14b,false_belief,fb013,1,4,
deepseek14b,false_belief,fb013,1,5,1
deepseek14b,false_belief,fb013,2,1,0
deepseek14b,false_belief,fb013,2,2,0
deepseek14b,false_belief,fb013,2,3,0
deepseek14b,false_belief,fb013,2,4,0
deepseek14b,false_belief,fb013,2,5,1
deepseek14b,false_belief,fb013,3,1,0
deepseek14b,false_belief,fb013,3,2,0
deepseek14b,false_belief,fb013,3,3,1
deepseek14b,false_belief,fb013,3,4,
deepseek14b,false_belief,fb013,3,5,1
deepseek14b,false_belief,fb014,1,1,1
deepseek14b,false_belief,fb014,1,2,1
deepseek14b,false_belief,fb014,2,1,1
deepseek14b,false_belief,fb014,2,2,1
deepseek14b,false_belief,fb014,3,1,1
deepseek14b,false_belief,fb014,3,2,0
deepseek14b,false_belief,fb015,1,1,0
deepseek14b,false_belief,fb015,1,2,0
deepseek14b,false_belief,fb015,1,3,1
deepseek14b,false_belief,fb015,1,4,
deepseek14b,false_belief,fb015,1,5,1
deepseek14b,false_belief,fb015,2,1,0
deepseek14b,false_belief,fb015,2,2,0
deepseek14b,false_belief,fb015,2,3,1
deepseek14b,false_belief,fb015,2,4,
deepseek14b,false_belief,fb015,2,5,1
deepseek14b,false_belief,fb015,3,1,0
deepseek14b,false_belief,fb015,3,2,0
deepseek14b,false_belief,fb015,3,3,1
deepseek14b,false_belief,fb015,3,4,
deepseek14b,false_belief,fb015,3,5,1
deepseek14b,false_belief,fb016,1,1,0
deepseek14b,false_belief,fb016,1,2,0
deepseek14b,false_belief,fb016,1,3,1
deepseek14b,false_belief,fb016,1,4,
deepseek14b,false_belief,fb016,1,5,1
deepseek14b,false_belief,fb016,2,1,0
deepseek14b,false_belief,fb016,2,2,0
deepseek14b,false_belief,fb016,2,3,0
deepseek14b,false_belief,fb016,2,4,1
deepseek14b,false_belief,fb016,2,5,1
deepseek14b,false_belief,fb016,3,1,0
deepseek14b,false_belief,fb016,3,2,0
deepseek14b,false_belief,fb016,3,3,1
deepseek14b,false_belief,fb016,3,4,
deepseek14b,false_belief,fb016,3,5,0
deepseek14b,false_belief,fb017,1,1,0
deepseek14b,false_belief,fb017,1,2,0
deepseek14b,false_belief,fb017,1,3,1
deepseek14b,false_belief,fb017,1,4,
deepseek14b,false_belief,fb017,1,5,1
deepseek14b,false_belief,fb017,2,1,0
deepseek14b,false_belief,fb017,2,2,0
deepseek14b,false_belief,fb017,2,3,1
deepseek14b,false_belief,fb017,2,4,
deepseek14b,false_belief,fb017,2,5,1
deepseek14b,false_belief,fb017,3,1,0
deepseek14b,false_belief,fb017,3,2,0
deepseek14b,false_belief,fb017,3,3,1
deepseek14b,false_belief,fb017,3,4,
deepseek14b,false_belief,fb017,3,5,1
deepseek14b,false_belief,fb018,1,1,0
deepseek14b,false_belief,fb018,1,2,0
deepseek14b,false_belief,fb018,1,3,1
deepseek14b,false_belief,fb018,1,4,
deepseek14b,false_belief,fb018,1,5,1
deepseek14b,false_belief,fb018,2,1,0
deepseek14b,false_belief,fb018,2,2,0
deepseek14b,false_belief,fb018,2,3,1
deepseek14b,false_belief,fb018,2,4,
deepseek14b,false_belief,fb018,2,5,1
deepseek14b,false_belief,fb018,3,1,0
deepseek14b,false_belief,fb018,3,2,0
deepseek14b,false_belief,fb018,3,3,1
deepseek14b,false_belief,fb018,3,4,
deepseek14b,false_belief,fb018,3,5,1
deepseek14b,false_belief,fb019,1,1,0
deepseek14b,false_belief,fb019,1,2,0
deepseek14b,false_belief,fb019,1,3,1
deepseek14b,false_belief,fb019,1,4,
deepseek14b,false_belief,fb019,1,5,0
deepseek14b,false_belief,fb019,2,1,0
deepseek14b,false_belief,fb019,2,2,0
deepseek14b,false_belief,fb019,2,3,1
deepseek14b,false_belief,fb019,2,4,
deepseek14b,false_belief,fb019,2,5,1
deepseek14b,false_belief,fb019,3,1,0
deepseek14b,false_belief,fb019,3,2,0
deepseek14b,false_belief,fb019,3,3,1
deepseek14b,false_belief,fb019,3,4,
deepseek14b,false_belief,fb019,3,5,0
deepseek14b,false_belief,fb020,1,1,0
deepseek14b,false_belief,fb020,1,2,0
deepseek14b,false_belief,fb020,1,3,1
deepseek14b,false_belief,fb020,1,4,
deepseek14b,false_belief,fb020,1,5,1
deepseek14b,false_belief,fb020,2,1,0
deepseek14b,false_belief,fb020,2,2,0
deepseek14b,false_belief,fb020,2,3,1
deepseek14b,false_belief,fb020,2,4,
deepseek14b,false_belief,fb020,2,5,1
deepseek14b,false_belief,fb020,3,1,0
deepseek14b,false_belief,fb020,3,2,0
deepseek14b,false_belief,fb020,3,3,1
deepseek14b,false_belief,fb020,3,4,
deepseek14b,false_belief,fb020,3,5,1
deepseek14b,false_belief,fb021,1,1,0
deepseek14b,false_belief,fb021,1,2,0
deepseek14b,false_belief,fb021,1,3,1
deepseek14b,false_belief,fb021,1,4,
deepseek14b,false_belief,fb021,1,5,
deepseek14b,false_belief,fb021,1,6,1
deepseek14b,false_belief,fb021,2,1,0
deepseek14b,false_belief,fb021,2,2,0
deepseek14b,false_belief,fb021,2,3,1
deepseek14b,false_belief,fb021,2,4,
deepseek14b,false_belief,fb021,2,5,
deepseek14b,false_belief,fb021,2,6,1
deepseek14b,false_belief,fb021,3,1,0
deepseek14b,false_belief,fb021,3,2,0
deepseek14b,false_belief,fb021,3,3,1
deepseek14b,false_belief,fb021,3,4,
deepseek14b,false_belief,fb021,3,5,
deepseek14b,false_belief,fb021,3,6,1
deepseek14b,false_belief,fb022,1,1,0
deepseek14b,false_belief,fb022,1,2,0
deepseek14b,false_belief,fb022,1,3,1
deepseek14b,false_belief,fb022,1,4,
deepseek14b,false_belief,fb022,1,5,1
deepseek14b,false_belief,fb022,2,1,0
deepseek14b,false_belief,fb022,2,2,0
deepseek14b,false_belief,fb022,2,3,1
deepseek14b,false_belief,fb022,2,4,
deepseek14b,false_belief,fb022,2,5,1
deepseek14b,false_belief,fb022,3,1,0
deepseek14b,false_belief,fb022,3,2,0
deepseek14b,false_belief,fb022,3,3,1
deepseek14b,false_belief,fb022,3,4,
deepseek14b,false_belief,fb022,3,5,0
deepseek14b,false_belief,fb023,1,1,0
deepseek14b,false_belief,fb023,1,2,0
deepseek14b,false_belief,fb023,1,3,1
deepseek14b,false_belief,fb023,1,4,
deepseek14b,false_belief,fb023,1,5,
deepseek14b,false_belief,fb023,1,6,1
deepseek14b,false_belief,fb023,2,1,0
deepseek14b,false_belief,fb023,2,2,0
deepseek14b,false_belief,fb023,2,3,1
deepseek14b,false_belief,fb023,2,4,
deepseek14b,false_belief,fb023,2,5,
deepseek14b,false_belief,fb023,2,6,0
deepseek14b,false_belief,fb023,3,1,0
deepseek14b,false_belief,fb023,3,2,0
deepseek14b,false_belief,fb023,3,3,1
deepseek14b,false_belief,fb023,3,4,
deepseek14b,false_belief,fb023,3,5,
deepseek14b,false_belief,fb023,3,6,0
deepseek14b,false_belief,fb024,1,1,0
deepseek14b,false_belief,fb024,1,2,0
deepseek14b,false_belief,fb024,1,3,1
deepseek14b,false_belief,fb024,1,4,1
deepseek14b,false_belief,fb024,2,1,0
deepseek14b,false_belief,fb024,2,2,0
deepseek14b,false_belief,fb024,2,3,1
deepseek14b,false_belief,fb024,2,4,0
deepseek14b,false_belief,fb024,3,1,0
deepseek14b,false_belief,fb024,3,2,0
deepseek14b,false_belief,fb024,3,3,0
deepseek14b,false_belief,fb024,3,4,1
deepseek14b,false_belief,fb025,1,1,0
deepseek14b,false_belief,fb025,1,2,0
deepseek14b,false_belief,fb025,1,3,1
deepseek14b,false_belief,fb025,1,4,
deepseek14b,false_belief,fb025,1,5,1
deepseek14b,false_belief,fb025,2,1,0
deepseek14b,false_belief,fb025,2,2,0
deepseek14b,false_belief,fb025,2,3,1
deepseek14b,false_belief,fb025,2,4,
deepseek14b,false_belief,fb025,2,5,1
deepseek14b,false_belief,fb025,3,1,0
deepseek14b,false_belief,fb025,3,2,0
deepseek14b,false_belief,fb025,3,3,1
deepseek14b,false_belief,fb025,3,4,
deepseek14b,false_belief,fb025,3,5,1
deepseek14b,false_belief,fb026,1,1,0
deepseek14b,false_belief,fb026,1,2,0
deepseek14b,false_belief,fb026,1,3,0
deepseek14b,false_belief,fb026,1,4,0
deepseek14b,false_belief,fb026,2,1,0
deepseek14b,false_belief,fb026,2,2,0
deepseek14b,false_belief,fb026,2,3,1
deepseek14b,false_belief,fb026,2,4,1
deepseek14b,false_belief,fb026,3,1,0
deepseek14b,false_belief,fb026,3,2,0
deepseek14b,false_belief,fb026,3,3,1
deepseek14b,false_belief,fb026,3,4,1
deepseek14b,false_belief,fb027,1,1,0
deepseek14b,false_belief,fb027,1,2,0
deepseek14b,false_belief,fb027,1,3,1
deepseek14b,false_belief,fb027,1,4,1
deepseek14b,false_belief,fb027,2,1,0
deepseek14b,false_belief,fb027,2,2,0
deepseek14b,false_belief,fb027,2,3,1
deepseek14b,false_belief,fb027,2,4,1
deepseek14b,false_belief,fb027,3,1,0
deepseek14b,false_belief,fb027,3,2,0
deepseek14b,false_belief,fb027,3,3,1
deepseek14b,false_belief,fb027,3,4,0
deepseek14b,false_belief,fb028,1,1,0
deepseek14b,false_belief,fb028,1,2,0
deepseek14b,false_belief,fb028,1,3,0
deepseek14b,false_belief,fb028,1,4,1
deepseek14b,false_belief,fb028,1,5,1
deepseek14b,false_belief,fb028,2,1,0
deepseek14b,false_belief,fb028,2,2,0
deepseek14b,false_belief,fb028,2,3,0
deepseek14b,false_belief,fb028,2,4,1
deepseek14b,false_belief,fb028,2,5,1
deepseek14b,false_belief,fb028,3,1,0
deepseek14b,false_belief,fb028,3,2,0
deepseek14b,false_belief,fb028,3,3,0
deepseek14b,false_belief,fb028,3,4,1
deepseek14b,false_belief,fb028,3,5,1
deepseek14b,false_belief,fb029,1,1,0
deepseek14b,false_belief,fb029,1,2,0
deepseek14b,false_belief,fb029,1,3,1
deepseek14b,false_belief,fb029,1,4,
deepseek14b,false_belief,fb029,1,5,1
deepseek14b,false_belief,fb029,2,1,0
deepseek14b,false_belief,fb029,2,2,0
deepseek14b,false_belief,fb029,2,3,1
deepseek14b,false_belief,fb029,2,4,
deepseek14b,false_belief,fb029,2,5,1
deepseek14b,false_belief,fb029,3,1,0
deepseek14b,false_belief,fb029,3,2,0
deepseek14b,false_belief,fb029,3,3,1
deepseek14b,false_belief,fb029,3,4,
deepseek14b,false_belief,fb029,3,5,1
deepseek14b,false_belief,fb030,1,1,0
deepseek14b,false_belief,fb030,1,2,0
deepseek14b,false_belief,fb030,1,3,0
deepseek14b,false_belief,fb030,1,4,1
deepseek14b,false_belief,fb030,1,5,1
deepseek14b,false_belief,fb030,2,1,0
deepseek14b,false_belief,fb030,2,2,0
deepseek14b,false_belief,fb030,2,3,1
deepseek14b,false_belief,fb030,2,4,
deepseek14b,false_belief,fb030,2,5,0
deepseek14b,false_belief,fb030,3,1,0
deepseek14b,false_belief,fb030,3,2,0
deepseek14b,false_belief,fb030,3,3,1
deepseek14b,false_belief,fb030,3,4,
deepseek14b,false_belief,fb030,3,5,1
deepseek14b,false_belief,fb031,1,1,0
deepseek14b,false_belief,fb031,1,2,0
deepseek14b,false_belief,fb031,1,3,1
deepseek14b,false_belief,fb031,1,4,
deepseek14b,false_belief,fb031,1,5,1
deepseek14b,false_belief,fb031,2,1,0
deepseek14b,false_belief,fb031,2,2,0
deepseek14b,false_belief,fb031,2,3,1
deepseek14b,false_belief,fb031,2,4,
deepseek14b,false_belief,fb031,2,5,1
deepseek14b,false_belief,fb031,3,1,0
deepseek14b,false_belief,fb031,3,2,0
deepseek14b,false_belief,fb031,3,3,1
deepseek14b,false_belief,fb031,3,4,
deepseek14b,false_belief,fb031,3,5,1
deepseek14b,false_belief,fb032,1,1,0
deepseek14b,false_belief,fb032,1,2,0
deepseek14b,false_belief,fb032,1,3,1
deepseek14b,false_belief,fb032,1,4,
deepseek14b,false_belief,fb032,1,5,1
deepseek14b,false_belief,fb032,2,1,0
deepseek14b,false_belief,fb032,2,2,0
deepseek14b,false_belief,fb032,2,3,1
deepseek14b,false_belief,fb032,2,4,
deepseek14b,false_belief,fb032,2,5,0
deepseek14b,false_belief,fb032,3,1,0
deepseek14b,false_belief,fb032,3,2,0
deepseek14b,false_belief,fb032,3,3,1
deepseek14b,false_belief,fb032,3,4,
deepseek14b,false_belief,fb032,3,5,1
deepseek14b,false_belief,fb033,1,1,0
deepseek14b,false_belief,fb033,1,2,0
deepseek14b,false_belief,fb033,1,3,1
deepseek14b,false_belief,fb033,1,4,
deepseek14b,false_belief,fb033,1,5,1
deepseek14b,false_belief,fb033,2,1,0
deepseek14b,false_belief,fb033,2,2,0
deepseek14b,false_belief,fb033,2,3,1
deepseek14b,false_belief,fb033,2,4,
deepseek14b,false_belief,fb033,2,5,0
deepseek14b,false_belief,fb033,3,1,0
deepseek14b,false_belief,fb033,3,2,0
deepseek14b,false_belief,fb033,3,3,1
deepseek14b,false_belief,fb033,3,4,
deepseek14b,false_belief,fb033,3,5,1
deepseek14b,false_belief,fb034,1,1,0
deepseek14b,false_belief,fb034,1,2,0
deepseek14b,false_belief,fb034,1,3,1
deepseek14b,false_belief,fb034,1,4,
deepseek14b,false_belief,fb034,1,5,1
deepseek14b,false_belief,fb034,2,1,0
deepseek14b,false_belief,fb034,2,2,0
deepseek14b,false_belief,fb034,2,3,0
deepseek14b,false_belief,fb034,2,4,1
deepseek14b,false_belief,fb034,2,5,1
deepseek14b,false_belief,fb034,3,1,0
deepseek14b,false_belief,fb034,3,2,0
deepseek14b,false_belief,fb034,3,3,1
deepseek14b,false_belief,fb034,3,4,
deepseek14b,false_belief,fb034,3,5,1
deepseek14b,false_belief,fb035,1,1,0
deepseek14b,false_belief,fb035,1,2,0
deepseek14b,false_belief,fb035,1,3,1
deepseek14b,false_belief,fb035,1,4,
deepseek14b,false_belief,fb035,1,5,1
deepseek14b,false_belief,fb035,2,1,0
deepseek14b,false_belief,fb035,2,2,0
deepseek14b,false_belief,fb035,2,3,0
deepseek14b,false_belief,fb035,2,4,1
deepseek14b,false_belief,fb035,2,5,1
deepseek14b,false_belief,fb035,3,1,0
deepseek14b,false_belief,fb035,3,2,0
deepseek14b,false_belief,fb035,3,3,0
deepseek14b,false_belief,fb035,3,4,1
deepseek14b,false_belief,fb035,3,5,1
deepseek14b,false_belief,fb036,1,1,0
deepseek14b,false_belief,fb036,1,2,0
deepseek14b,false_belief,fb036,1,3,0
deepseek14b,false_belief,fb036,1,4,1
deepseek14b,false_belief,fb036,1,5,
deepseek14b,false_belief,fb036,1,6,1
deepseek14b,false_belief,fb036,2,1,0
deepseek14b,false_belief,fb036,2,2,0
deepseek14b,false_belief,fb036,2,3,1
deepseek14b,false_belief,fb036,2,4,
deepseek14b,false_belief,fb036,2,5,
deepseek14b,false_belief,fb036,2,6,1
deepseek14b,false_belief,fb036,3,1,0
deepseek14b,false_belief,fb036,3,2,0
deepseek14b,false_belief,fb036,3,3,1
deepseek14b,false_belief,fb036,3,4,
deepseek14b,false_belief,fb036,3,5,
deepseek14b,false_belief,fb036,3,6,1
deepseek14b,false_belief,fb037,1,1,0
deepseek14b,false_belief,fb037,1,2,0
deepseek14b,false_belief,fb037,1,3,1
deepseek14b,false_belief,fb037,1,4,1
deepseek14b,false_belief,fb037,1,5,1
deepseek14b,false_belief,fb037,2,1,0
deepseek14b,false_belief,fb037,2,2,0
deepseek14b,false_belief,fb037,2,3,1
deepseek14b,false_belief,fb037,2,4,
deepseek14b,false_belief,fb037,2,5,1
deepseek14b,false_belief,fb037,3,1,0
deepseek14b,false_belief,fb037,3,2,0
deepseek14b,false_belief,fb037,3,3,1
deepseek14b,false_belief,fb037,3,4,
deepseek14b,false_belief,fb037,3,5,1
deepseek14b,false_belief,fb038,1,1,0
deepseek14b,false_belief,fb038,1,2,0
deepseek14b,false_belief,fb038,1,3,1
deepseek14b,false_belief,fb038,1,4,
deepseek14b,false_belief,fb038,1,5,1
deepseek14b,false_belief,fb038,2,1,0
deepseek14b,false_belief,fb038,2,2,0
deepseek14b,false_belief,fb038,2,3,1
deepseek14b,false_belief,fb038,2,4,
deepseek14b,false_belief,fb038,2,5,1
deepseek14b,false_belief,fb038,3,1,0
deepseek14b,false_belief,fb038,3,2,0
deepseek14b,false_belief,fb038,3,3,1
deepseek14b,false_belief,fb038,3,4,
deepseek14b,false_belief,fb038,3,5,1
deepseek14b,false_belief,fb039,1,1,0
deepseek14b,false_belief,fb039,1,2,0
deepseek14b,false_belief,fb039,1,3,1
deepseek14b,false_belief,fb039,1,4,
deepseek14b,false_belief,fb039,1,5,1
deepseek14b,false_belief,fb039,2,1,0
deepseek14b,false_belief,fb039,2,2,0
deepseek14b,false_belief,fb039,2,3,1
deepseek14b,false_belief,fb039,2,4,
deepseek14b,false_belief,fb039,2,5,1
deepseek14b,false_belief,fb039,3,1,0
deepseek14b,false_belief,fb039,3,2,0
deepseek14b,false_belief,fb039,3,3,1
deepseek14b,false_belief,fb039,3,4,
deepseek14b,false_belief,fb039,3,5,1
deepseek14b,false_belief,fb040,1,1,0
deepseek14b,false_belief,fb040,1,2,0
deepseek14b,false_belief,fb040,1,3,1
deepseek14b,false_belief,fb040,1,4,
deepseek14b,false_belief,fb040,1,5,1
deepseek14b,false_belief,fb040,2,1,0
deepseek14b,false_belief,fb040,2,2,0
deepseek14b,false_belief,fb040,2,3,0
deepseek14b,false_belief,fb040,2,4,1
deepseek14b,false_belief,fb040,2,5,1
deepseek14b,false_belief,fb040,3,1,0
deepseek14b,false_belief,fb040,3,2,0
deepseek14b,false_belief,fb040,3,3,1
deepseek14b,false_belief,fb040,3,4,
deepseek14b,false_belief,fb040,3,5,1
deepseek14b,false_belief,fb041,1,1,0
deepseek14b,false_belief,fb041,1,2,0
deepseek14b,false_belief,fb041,1,3,1
deepseek14b,false_belief,fb041,1,4,
deepseek14b,false_belief,fb041,1,5,1
deepseek14b,false_belief,fb041,2,1,0
deepseek14b,false_belief,fb041,2,2,0
deepseek14b,false_belief,fb041,2,3,1
deepseek14b,false_belief,fb041,2,4,
deepseek14b,false_belief,fb041,2,5,1
deepseek14b,false_belief,fb041,3,1,0
deepseek14b,false_belief,fb041,3,2,0
deepseek14b,false_belief,fb041,3,3,1
deepseek14b,false_belief,fb041,3,4,
deepseek14b,false_belief,fb041,3,5,1
deepseek14b,false_belief,fb042,1,1,0
deepseek14b,false_belief,fb042,1,2,0
deepseek14b,false_belief,fb042,1,3,1
deepseek14b,false_belief,fb042,1,4,
deepseek14b,false_belief,fb042,1,5,1
deepseek14b,false_belief,fb042,2,1,0
deepseek14b,false_belief,fb042,2,2,0
deepseek14b,false_belief,fb042,2,3,1
deepseek14b,false_belief,fb042,2,4,
deepseek14b,false_belief,fb042,2,5,1
deepseek14b,false_belief,fb042,3,1,0
deepseek14b,false_belief,fb042,3,2,0
deepseek14b,false_belief,fb042,3,3,1
deepseek14b,false_belief,fb042,3,4,
deepseek14b,false_belief,fb042,3,5,1
deepseek14b,false_belief,fb043,1,1,0
deepseek14b,false_belief,fb043,1,2,0
deepseek14b,false_belief,fb043,1,3,0
deepseek14b,false_belief,fb043,1,4,1
deepseek14b,false_belief,fb043,1,5,1
deepseek14b,false_belief,fb043,2,1,0
deepseek14b,false_belief,fb043,2,2,0
deepseek14b,false_belief,fb043,2,3,1
deepseek14b,false_belief,fb043,2,4,
deepseek14b,false_belief,fb043,2,5,1
deepseek14b,false_belief,fb043,3,1,0
deepseek14b,false_belief,fb043,3,2,0
deepseek14b,false_belief,fb043,3,3,1
deepseek14b,false_belief,fb043,3,4,
deepseek14b,false_belief,fb043,3,5,1
deepseek14b,false_belief,fb044,1,1,0
deepseek14b,false_belief,fb044,1,2,0
deepseek14b,false_belief,fb044,1,3,1
